year,countyfips,State,est,naics
2010,40123,OK,2,621420
2011,40123,OK,2,621420
2012,40123,OK,2,621420
2013,40123,OK,2,621420
2014,40123,OK,1,621420
2015,40123,OK,1,621420
2016,40123,OK,1,621420
2009,40125,OK,3,621420
2010,40125,OK,3,621420
2011,40125,OK,3,621420
2012,40125,OK,4,621420
2013,40125,OK,4,621420
2014,40125,OK,4,621420
2015,40125,OK,4,621420
2016,40125,OK,4,621420
2009,40127,OK,1,621420
2010,40127,OK,1,621420
2011,40127,OK,1,621420
2012,40127,OK,2,621420
2013,40127,OK,2,621420
2014,40127,OK,1,621420
2009,40131,OK,3,621420
2010,40131,OK,3,621420
2011,40131,OK,3,621420
2012,40131,OK,7,621420
2013,40131,OK,6,621420
2014,40131,OK,6,621420
2015,40131,OK,6,621420
2016,40131,OK,6,621420
2009,40133,OK,2,621420
2010,40133,OK,2,621420
2011,40133,OK,2,621420
2012,40133,OK,2,621420
2013,40133,OK,2,621420
2014,40133,OK,2,621420
2015,40133,OK,1,621420
2016,40133,OK,1,621420
2011,40135,OK,1,621420
2012,40135,OK,3,621420
2013,40135,OK,2,621420
2014,40135,OK,2,621420
2015,40135,OK,2,621420
2016,40135,OK,1,621420
2012,40139,OK,1,621420
2013,40139,OK,1,621420
2014,40139,OK,1,621420
2009,40143,OK,12,621420
2010,40143,OK,12,621420
2011,40143,OK,12,621420
2012,40143,OK,12,621420
2013,40143,OK,13,621420
2014,40143,OK,9,621420
2015,40143,OK,8,621420
2016,40143,OK,11,621420
2012,40145,OK,1,621420
2013,40145,OK,1,621420
2014,40145,OK,1,621420
2015,40145,OK,1,621420
2016,40145,OK,2,621420
2009,40147,OK,2,621420
2010,40147,OK,2,621420
2011,40147,OK,2,621420
2012,40147,OK,2,621420
2013,40147,OK,2,621420
2014,40147,OK,3,621420
2015,40147,OK,3,621420
2016,40147,OK,3,621420
2011,40999,#N/A,1,621420
2012,40999,#N/A,1,621420
2013,40999,#N/A,1,621420
2014,40999,#N/A,1,621420
2015,40999,#N/A,1,621420
2009,41001,OR,2,621420
2010,41001,OR,2,621420
2011,41001,OR,2,621420
2012,41001,OR,3,621420
2013,41001,OR,3,621420
2014,41001,OR,3,621420
2015,41001,OR,2,621420
2016,41001,OR,2,621420
2009,41003,OR,3,621420
2010,41003,OR,3,621420
2011,41003,OR,3,621420
2012,41003,OR,3,621420
2013,41003,OR,3,621420
2014,41003,OR,4,621420
2015,41003,OR,4,621420
2016,41003,OR,4,621420
2009,41005,OR,5,621420
2010,41005,OR,6,621420
2011,41005,OR,6,621420
2012,41005,OR,8,621420
2013,41005,OR,10,621420
2014,41005,OR,9,621420
2015,41005,OR,9,621420
2016,41005,OR,10,621420
2009,41007,OR,4,621420
2010,41007,OR,4,621420
2011,41007,OR,3,621420
2012,41007,OR,4,621420
2013,41007,OR,4,621420
2014,41007,OR,3,621420
2015,41007,OR,3,621420
2016,41007,OR,4,621420
2009,41009,OR,1,621420
2010,41009,OR,1,621420
2011,41009,OR,1,621420
2016,41009,OR,1,621420
2009,41011,OR,1,621420
2010,41011,OR,1,621420
2011,41011,OR,1,621420
2012,41011,OR,1,621420
2013,41011,OR,1,621420
2014,41011,OR,1,621420
2015,41011,OR,1,621420
2016,41011,OR,1,621420
2016,41013,OR,1,621420
2009,41017,OR,3,621420
2010,41017,OR,6,621420
2011,41017,OR,5,621420
2012,41017,OR,7,621420
2013,41017,OR,7,621420
2014,41017,OR,7,621420
