year,countyfips,State,est,naics
2015,01067,AL,1,621420
2016,01067,AL,1,621420
2009,01069,AL,6,621420
2010,01069,AL,3,621420
2011,01069,AL,3,621420
2012,01069,AL,3,621420
2013,01069,AL,3,621420
2014,01069,AL,3,621420
2015,01069,AL,3,621420
2016,01069,AL,4,621420
2009,01071,AL,1,621420
2010,01071,AL,1,621420
2011,01071,AL,1,621420
2012,01071,AL,1,621420
2013,01071,AL,2,621420
2014,01071,AL,2,621420
2015,01071,AL,3,621420
2016,01071,AL,2,621420
2009,01073,AL,10,621420
2010,01073,AL,11,621420
2011,01073,AL,10,621420
2012,01073,AL,10,621420
2013,01073,AL,11,621420
2014,01073,AL,15,621420
2015,01073,AL,15,621420
2016,01073,AL,14,621420
2009,01075,AL,1,621420
2010,01075,AL,1,621420
2011,01075,AL,1,621420
2014,01075,AL,1,621420
2015,01075,AL,1,621420
2016,01075,AL,1,621420
2009,01077,AL,1,621420
2010,01077,AL,2,621420
2011,01077,AL,2,621420
2012,01077,AL,2,621420
2013,01077,AL,1,621420
2014,01077,AL,1,621420
2015,01077,AL,1,621420
2016,01077,AL,1,621420
2009,01081,AL,5,621420
2010,01081,AL,2,621420
2011,01081,AL,2,621420
2012,01081,AL,1,621420
2013,01081,AL,1,621420
2014,01081,AL,1,621420
2015,01081,AL,1,621420
2016,01081,AL,1,621420
2009,01087,AL,1,621420
2009,01089,AL,7,621420
2010,01089,AL,6,621420
2011,01089,AL,6,621420
2012,01089,AL,7,621420
2013,01089,AL,8,621420
2014,01089,AL,8,621420
2015,01089,AL,8,621420
2016,01089,AL,7,621420
2009,01091,AL,3,621420
2010,01091,AL,3,621420
2011,01091,AL,3,621420
2012,01091,AL,3,621420
2013,01091,AL,2,621420
2014,01091,AL,3,621420
2015,01091,AL,3,621420
2016,01091,AL,2,621420
2009,01093,AL,1,621420
2010,01093,AL,1,621420
2011,01093,AL,1,621420
2012,01093,AL,1,621420
2013,01093,AL,1,621420
2014,01093,AL,2,621420
2015,01093,AL,2,621420
2016,01093,AL,2,621420
2009,01095,AL,4,621420
2010,01095,AL,4,621420
2011,01095,AL,4,621420
2012,01095,AL,3,621420
2013,01095,AL,3,621420
2014,01095,AL,4,621420
2015,01095,AL,4,621420
2016,01095,AL,4,621420
2009,01097,AL,6,621420
2010,01097,AL,5,621420
2011,01097,AL,5,621420
2012,01097,AL,5,621420
2013,01097,AL,5,621420
2014,01097,AL,6,621420
2015,01097,AL,10,621420
2016,01097,AL,10,621420
2009,01099,AL,1,621420
2009,01101,AL,5,621420
2010,01101,AL,5,621420
2011,01101,AL,7,621420
2012,01101,AL,9,621420
2013,01101,AL,8,621420
2014,01101,AL,10,621420
2015,01101,AL,9,621420
2016,01101,AL,9,621420
2009,01103,AL,2,621420
2010,01103,AL,1,621420
2009,01105,AL,2,621420
2010,01105,AL,2,621420
2011,01105,AL,2,621420
2009,01109,AL,3,621420
2009,01111,AL,1,621420
2010,01111,AL,1,621420
2011,01111,AL,1,621420
2012,01111,AL,1,621420
2013,01111,AL,1,621420
2014,01111,AL,1,621420
2015,01111,AL,1,621420
2009,01113,AL,3,621420
2010,01113,AL,1,621420
2011,01113,AL,1,621420
2012,01113,AL,1,621420
2013,01113,AL,1,621420
2014,01113,AL,1,621420
2015,01113,AL,1,621420
2016,01113,AL,1,621420
2009,01115,AL,1,621420
2010,01115,AL,1,621420
2011,01115,AL,1,621420
2012,01115,AL,1,621420
2009,01117,AL,3,621420
2010,01117,AL,1,621420
2011,01117,AL,1,621420
2012,01117,AL,3,621420
2013,01117,AL,3,621420
2014,01117,AL,6,621420
2015,01117,AL,6,621420
2016,01117,AL,6,621420
2009,01119,AL,2,621420
2010,01119,AL,2,621420
2011,01119,AL,2,621420
2012,01119,AL,2,621420
2013,01119,AL,2,621420
2014,01119,AL,2,621420
2015,01119,AL,2,621420
2016,01119,AL,2,621420
2009,01121,AL,3,621420
2010,01121,AL,3,621420
2011,01121,AL,3,621420
2012,01121,AL,3,621420
2013,01121,AL,3,621420
2014,01121,AL,3,621420
2015,01121,AL,3,621420
2016,01121,AL,1,621420
2009,01123,AL,1,621420
2009,01125,AL,5,621420
2010,01125,AL,5,621420
2011,01125,AL,5,621420
2012,01125,AL,5,621420
2013,01125,AL,3,621420
2014,01125,AL,3,621420
2015,01125,AL,3,621420
2016,01125,AL,3,621420
2009,01127,AL,2,621420
2010,01127,AL,2,621420
2011,01127,AL,2,621420
2012,01127,AL,1,621420
2013,01127,AL,1,621420
2014,01127,AL,2,621420
2015,01127,AL,2,621420
2016,01127,AL,2,621420
2009,01129,AL,1,621420
2009,01131,AL,1,621420
2010,01131,AL,1,621420
2011,01131,AL,1,621420
2009,01133,AL,1,621420
2010,01133,AL,1,621420
2011,01133,AL,1,621420
2014,01133,AL,1,621420
2015,01133,AL,1,621420
2016,01133,AL,1,621420
2009,02020,AK,13,621420
2010,02020,AK,14,621420
2011,02020,AK,14,621420
2012,02020,AK,12,621420
2013,02020,AK,10,621420
2014,02020,AK,11,621420
2015,02020,AK,11,621420
2016,02020,AK,11,621420
2011,02050,AK,2,621420
2012,02050,AK,2,621420
2013,02050,AK,2,621420
2014,02050,AK,1,621420
2015,02050,AK,1,621420
2016,02050,AK,1,621420
2009,02090,AK,3,621420
2010,02090,AK,4,621420
2011,02090,AK,4,621420
2012,02090,AK,4,621420
2013,02090,AK,4,621420
2014,02090,AK,2,621420
2015,02090,AK,3,621420
2016,02090,AK,4,621420
2009,02100,AK,1,621420
2010,02100,AK,1,621420
2011,02100,AK,1,621420
2012,02100,AK,1,621420
2013,02100,AK,1,621420
2014,02100,AK,1,621420
2015,02100,AK,1,621420
2009,02110,AK,2,621420
2010,02110,AK,2,621420
2011,02110,AK,2,621420
2012,02110,AK,1,621420
2013,02110,AK,1,621420
2014,02110,AK,1,621420
2015,02110,AK,1,621420
2016,02110,AK,1,621420
2009,02122,AK,3,621420
2010,02122,AK,3,621420
2011,02122,AK,3,621420
2012,02122,AK,4,621420
2013,02122,AK,5,621420
2014,02122,AK,5,621420
2015,02122,AK,4,621420
2016,02122,AK,4,621420
2012,02150,AK,1,621420
2013,02150,AK,1,621420
2014,02150,AK,1,621420
2015,02150,AK,1,621420
2016,02150,AK,1,621420
2009,02170,AK,3,621420
2010,02170,AK,3,621420
2011,02170,AK,3,621420
2012,02170,AK,5,621420
2013,02170,AK,3,621420
2014,02170,AK,3,621420
2015,02170,AK,3,621420
2016,02170,AK,3,621420
2012,02195,#N/A,1,621420
2013,02195,#N/A,1,621420
2014,02195,#N/A,1,621420
2015,02195,#N/A,1,621420
2016,02195,#N/A,1,621420
2009,02201,AK,1,621420
2009,02240,AK,2,621420
2010,02240,AK,3,621420
2011,02240,AK,3,621420
2012,02240,AK,3,621420
2013,02240,AK,3,621420
2014,02240,AK,2,621420
2015,02240,AK,2,621420
2016,02240,AK,2,621420
2012,02275,#N/A,1,621420
2013,02275,#N/A,1,621420
2014,02275,#N/A,1,621420
2015,02275,#N/A,1,621420
2016,02275,#N/A,1,621420
2009,02280,AK,1,621420
2010,02280,AK,1,621420
2011,02280,AK,1,621420
2009,04001,AZ,2,621420
2010,04001,AZ,2,621420
2011,04001,AZ,2,621420
2012,04001,AZ,3,621420
2013,04001,AZ,3,621420
2014,04001,AZ,3,621420
2015,04001,AZ,3,621420
2016,04001,AZ,3,621420
2009,04003,AZ,10,621420
2010,04003,AZ,9,621420
2011,04003,AZ,7,621420
2012,04003,AZ,9,621420
2013,04003,AZ,9,621420
2014,04003,AZ,11,621420
2015,04003,AZ,12,621420
2016,04003,AZ,12,621420
2009,04005,AZ,8,621420
2010,04005,AZ,9,621420
2011,04005,AZ,9,621420
2012,04005,AZ,12,621420
2013,04005,AZ,13,621420
2014,04005,AZ,14,621420
2015,04005,AZ,14,621420
2016,04005,AZ,14,621420
2009,04007,AZ,2,621420
2010,04007,AZ,3,621420
2011,04007,AZ,4,621420
2012,04007,AZ,3,621420
2013,04007,AZ,5,621420
2014,04007,AZ,5,621420
2015,04007,AZ,5,621420
2016,04007,AZ,5,621420
2009,04009,AZ,2,621420
2010,04009,AZ,2,621420
2011,04009,AZ,2,621420
2012,04009,AZ,2,621420
2013,04009,AZ,2,621420
2014,04009,AZ,2,621420
2015,04009,AZ,2,621420
2016,04009,AZ,2,621420
2009,04011,AZ,1,621420
2010,04011,AZ,1,621420
2011,04011,AZ,1,621420
2012,04011,AZ,1,621420
2013,04011,AZ,1,621420
2014,04011,AZ,1,621420
2015,04011,AZ,1,621420
2016,04011,AZ,1,621420
2009,04012,AZ,2,621420
2015,04012,AZ,1,621420
2016,04012,AZ,1,621420
2009,04013,AZ,71,621420
2010,04013,AZ,73,621420
2011,04013,AZ,75,621420
2012,04013,AZ,96,621420
2013,04013,AZ,106,621420
2014,04013,AZ,126,621420
2015,04013,AZ,121,621420
2016,04013,AZ,126,621420
2009,04015,AZ,6,621420
2010,04015,AZ,8,621420
2011,04015,AZ,10,621420
2012,04015,AZ,13,621420
2013,04015,AZ,13,621420
2014,04015,AZ,14,621420
2015,04015,AZ,17,621420
2016,04015,AZ,14,621420
2009,04017,AZ,7,621420
2010,04017,AZ,7,621420
2011,04017,AZ,7,621420
2012,04017,AZ,9,621420
2013,04017,AZ,11,621420
2014,04017,AZ,11,621420
2015,04017,AZ,10,621420
2016,04017,AZ,10,621420
2009,04019,AZ,41,621420
2010,04019,AZ,41,621420
2011,04019,AZ,41,621420
2012,04019,AZ,47,621420
2013,04019,AZ,41,621420
2014,04019,AZ,47,621420
2015,04019,AZ,46,621420
2016,04019,AZ,48,621420
2009,04021,AZ,4,621420
2010,04021,AZ,16,621420
2011,04021,AZ,14,621420
2012,04021,AZ,15,621420
2013,04021,AZ,16,621420
2014,04021,AZ,18,621420
2015,04021,AZ,18,621420
2016,04021,AZ,18,621420
2009,04023,AZ,1,621420
2010,04023,AZ,1,621420
2011,04023,AZ,1,621420
2012,04023,AZ,2,621420
2013,04023,AZ,2,621420
2014,04023,AZ,2,621420
2015,04023,AZ,2,621420
2016,04023,AZ,2,621420
2009,04025,AZ,12,621420
2010,04025,AZ,13,621420
2011,04025,AZ,14,621420
2012,04025,AZ,21,621420
2013,04025,AZ,15,621420
2014,04025,AZ,19,621420
2015,04025,AZ,23,621420
2016,04025,AZ,26,621420
2009,04027,AZ,8,621420
2010,04027,AZ,5,621420
2011,04027,AZ,5,621420
2012,04027,AZ,6,621420
2013,04027,AZ,6,621420
2014,04027,AZ,8,621420
2015,04027,AZ,11,621420
2016,04027,AZ,10,621420
2011,04999,#N/A,1,621420
2012,04999,#N/A,1,621420
2013,04999,#N/A,1,621420
2014,04999,#N/A,1,621420
2015,04999,#N/A,1,621420
2009,05001,AR,1,621420
2010,05001,AR,1,621420
2011,05001,AR,1,621420
2012,05001,AR,1,621420
2013,05001,AR,1,621420
2014,05001,AR,1,621420
2015,05001,AR,1,621420
2016,05001,AR,1,621420
2009,05003,AR,1,621420
2010,05003,AR,1,621420
2011,05003,AR,1,621420
2012,05003,AR,1,621420
2013,05003,AR,1,621420
2014,05003,AR,1,621420
2015,05003,AR,1,621420
2016,05003,AR,1,621420
2009,05005,AR,5,621420
2010,05005,AR,4,621420
2011,05005,AR,4,621420
2012,05005,AR,4,621420
2013,05005,AR,3,621420
2014,05005,AR,3,621420
2015,05005,AR,2,621420
2016,05005,AR,2,621420
2009,05007,AR,5,621420
2010,05007,AR,5,621420
2011,05007,AR,4,621420
2012,05007,AR,5,621420
2013,05007,AR,5,621420
2014,05007,AR,4,621420
2015,05007,AR,5,621420
2016,05007,AR,5,621420
2009,05009,AR,2,621420
2010,05009,AR,2,621420
2011,05009,AR,2,621420
2012,05009,AR,2,621420
2013,05009,AR,2,621420
2014,05009,AR,2,621420
2015,05009,AR,1,621420
2016,05009,AR,1,621420
2009,05011,AR,2,621420
2010,05011,AR,2,621420
2011,05011,AR,2,621420
2012,05011,AR,2,621420
2013,05011,AR,2,621420
2014,05011,AR,2,621420
2015,05011,AR,2,621420
2016,05011,AR,2,621420
2009,05015,AR,2,621420
2010,05015,AR,2,621420
2011,05015,AR,2,621420
2012,05015,AR,2,621420
2013,05015,AR,1,621420
2014,05015,AR,1,621420
2015,05015,AR,2,621420
2016,05015,AR,2,621420
2009,05017,AR,1,621420
2010,05017,AR,1,621420
2011,05017,AR,1,621420
2012,05017,AR,1,621420
2013,05017,AR,1,621420
2014,05017,AR,1,621420
2015,05017,AR,1,621420
2016,05017,AR,1,621420
2009,05019,AR,2,621420
2010,05019,AR,2,621420
2011,05019,AR,2,621420
2012,05019,AR,2,621420
2013,05019,AR,2,621420
2014,05019,AR,2,621420
2015,05019,AR,2,621420
2016,05019,AR,2,621420
2010,05021,AR,1,621420
2011,05021,AR,1,621420
2012,05021,AR,1,621420
2013,05021,AR,1,621420
2014,05021,AR,1,621420
2015,05021,AR,1,621420
2016,05021,AR,1,621420
2009,05023,AR,2,621420
2010,05023,AR,2,621420
2011,05023,AR,2,621420
2012,05023,AR,2,621420
2013,05023,AR,2,621420
2014,05023,AR,2,621420
2015,05023,AR,1,621420
2016,05023,AR,1,621420
2009,05027,AR,1,621420
2010,05027,AR,1,621420
2011,05027,AR,1,621420
2012,05027,AR,1,621420
2013,05027,AR,1,621420
2014,05027,AR,2,621420
2015,05027,AR,2,621420
2016,05027,AR,2,621420
2014,05029,AR,1,621420
2015,05029,AR,1,621420
2016,05029,AR,1,621420
2009,05031,AR,4,621420
2010,05031,AR,5,621420
2011,05031,AR,5,621420
2012,05031,AR,5,621420
2013,05031,AR,3,621420
2014,05031,AR,3,621420
2015,05031,AR,4,621420
2016,05031,AR,5,621420
2009,05033,AR,3,621420
2010,05033,AR,3,621420
2011,05033,AR,3,621420
2012,05033,AR,3,621420
2013,05033,AR,3,621420
2014,05033,AR,3,621420
2015,05033,AR,3,621420
2016,05033,AR,2,621420
2009,05035,AR,1,621420
2010,05035,AR,2,621420
2011,05035,AR,1,621420
2012,05035,AR,1,621420
2013,05035,AR,1,621420
2014,05035,AR,1,621420
2015,05035,AR,1,621420
2016,05035,AR,1,621420
2009,05037,AR,1,621420
2010,05037,AR,2,621420
2011,05037,AR,1,621420
2012,05037,AR,1,621420
2013,05037,AR,1,621420
2014,05037,AR,1,621420
2015,05037,AR,1,621420
2016,05037,AR,1,621420
2009,05041,AR,1,621420
2010,05041,AR,1,621420
2011,05041,AR,1,621420
2012,05041,AR,3,621420
2013,05041,AR,2,621420
2014,05041,AR,2,621420
2015,05041,AR,2,621420
2016,05041,AR,2,621420
2009,05043,AR,1,621420
2010,05043,AR,1,621420
2011,05043,AR,1,621420
2012,05043,AR,1,621420
2013,05043,AR,1,621420
2014,05043,AR,1,621420
2015,05043,AR,1,621420
2016,05043,AR,1,621420
2009,05045,AR,2,621420
2010,05045,AR,2,621420
2011,05045,AR,3,621420
2012,05045,AR,3,621420
2013,05045,AR,2,621420
2014,05045,AR,2,621420
2015,05045,AR,2,621420
2016,05045,AR,2,621420
2009,05047,AR,1,621420
2010,05047,AR,2,621420
2011,05047,AR,1,621420
2012,05047,AR,1,621420
2013,05047,AR,1,621420
2014,05047,AR,1,621420
2015,05047,AR,1,621420
2016,05047,AR,1,621420
2009,05049,AR,1,621420
2010,05049,AR,1,621420
2011,05049,AR,1,621420
2012,05049,AR,1,621420
2013,05049,AR,1,621420
2014,05049,AR,1,621420
2009,05051,AR,5,621420
2010,05051,AR,5,621420
2011,05051,AR,5,621420
2012,05051,AR,6,621420
2013,05051,AR,7,621420
2014,05051,AR,7,621420
2015,05051,AR,7,621420
2016,05051,AR,7,621420
2009,05053,AR,1,621420
2010,05053,AR,1,621420
2011,05053,AR,1,621420
2012,05053,AR,1,621420
2013,05053,AR,1,621420
2014,05053,AR,1,621420
2015,05053,AR,1,621420
2016,05053,AR,1,621420
2009,05055,AR,2,621420
2010,05055,AR,3,621420
2011,05055,AR,3,621420
2012,05055,AR,2,621420
2013,05055,AR,2,621420
2014,05055,AR,2,621420
2015,05055,AR,2,621420
2016,05055,AR,2,621420
2009,05057,AR,1,621420
2010,05057,AR,1,621420
2011,05057,AR,1,621420
2009,05059,AR,2,621420
2010,05059,AR,2,621420
2011,05059,AR,2,621420
2012,05059,AR,2,621420
2013,05059,AR,2,621420
2014,05059,AR,2,621420
2015,05059,AR,2,621420
2016,05059,AR,2,621420
2009,05061,AR,1,621420
2010,05061,AR,1,621420
2011,05061,AR,1,621420
2009,05063,AR,3,621420
2010,05063,AR,3,621420
2011,05063,AR,2,621420
2012,05063,AR,2,621420
2013,05063,AR,2,621420
2014,05063,AR,2,621420
2015,05063,AR,1,621420
2016,05063,AR,1,621420
2009,05065,AR,1,621420
2010,05065,AR,1,621420
2011,05065,AR,1,621420
2012,05065,AR,1,621420
2013,05065,AR,1,621420
2014,05065,AR,1,621420
2011,05067,AR,1,621420
2012,05067,AR,1,621420
2013,05067,AR,1,621420
2014,05067,AR,1,621420
2015,05067,AR,1,621420
2016,05067,AR,1,621420
2009,05069,AR,2,621420
2010,05069,AR,2,621420
2011,05069,AR,2,621420
2012,05069,AR,2,621420
2013,05069,AR,2,621420
2014,05069,AR,2,621420
2015,05069,AR,2,621420
2016,05069,AR,1,621420
2009,05073,AR,1,621420
2010,05073,AR,1,621420
2011,05073,AR,1,621420
2009,05075,AR,3,621420
2010,05075,AR,4,621420
2011,05075,AR,4,621420
2012,05075,AR,4,621420
2013,05075,AR,4,621420
2014,05075,AR,4,621420
2015,05075,AR,4,621420
2016,05075,AR,4,621420
2009,05077,AR,1,621420
2010,05077,AR,2,621420
2011,05077,AR,1,621420
2012,05077,AR,1,621420
2013,05077,AR,1,621420
2014,05077,AR,1,621420
2015,05077,AR,1,621420
2016,05077,AR,1,621420
2009,05079,AR,1,621420
2010,05079,AR,1,621420
2011,05079,AR,1,621420
2012,05079,AR,1,621420
2013,05079,AR,1,621420
2014,05079,AR,1,621420
2015,05079,AR,1,621420
2016,05079,AR,1,621420
2009,05083,AR,2,621420
2010,05083,AR,2,621420
2011,05083,AR,2,621420
2012,05083,AR,2,621420
2013,05083,AR,3,621420
2014,05083,AR,2,621420
2015,05083,AR,2,621420
2016,05083,AR,2,621420
2009,05085,AR,2,621420
2010,05085,AR,2,621420
2011,05085,AR,2,621420
2012,05085,AR,2,621420
2013,05085,AR,2,621420
2014,05085,AR,2,621420
2015,05085,AR,2,621420
2016,05085,AR,2,621420
2009,05087,AR,1,621420
2010,05087,AR,1,621420
2011,05087,AR,1,621420
2012,05087,AR,1,621420
2013,05087,AR,1,621420
2014,05087,AR,1,621420
2015,05087,AR,1,621420
2016,05087,AR,1,621420
2009,05089,AR,1,621420
2010,05089,AR,1,621420
2011,05089,AR,1,621420
2012,05089,AR,1,621420
2013,05089,AR,1,621420
2014,05089,AR,1,621420
2016,05089,AR,1,621420
2009,05091,AR,2,621420
2010,05091,AR,2,621420
2011,05091,AR,2,621420
2016,05091,AR,3,621420
2009,05093,AR,1,621420
2010,05093,AR,2,621420
2011,05093,AR,2,621420
2012,05093,AR,2,621420
2013,05093,AR,2,621420
2014,05093,AR,2,621420
2015,05093,AR,2,621420
2016,05093,AR,2,621420
2009,05095,AR,1,621420
2010,05095,AR,2,621420
2011,05095,AR,1,621420
2012,05095,AR,1,621420
2013,05095,AR,1,621420
2014,05095,AR,1,621420
2015,05095,AR,1,621420
2016,05095,AR,1,621420
2009,05103,AR,1,621420
2010,05103,AR,1,621420
2011,05103,AR,1,621420
2012,05103,AR,1,621420
2013,05103,AR,1,621420
2014,05103,AR,1,621420
2015,05103,AR,1,621420
2016,05103,AR,1,621420
2009,05107,AR,1,621420
2010,05107,AR,2,621420
2011,05107,AR,1,621420
2012,05107,AR,1,621420
2013,05107,AR,1,621420
2014,05107,AR,1,621420
2015,05107,AR,1,621420
2016,05107,AR,1,621420
2013,05109,AR,1,621420
2014,05109,AR,1,621420
2015,05109,AR,1,621420
2016,05109,AR,1,621420
2009,05111,AR,1,621420
2010,05111,AR,1,621420
2011,05111,AR,1,621420
2012,05111,AR,1,621420
2013,05111,AR,1,621420
2014,05111,AR,1,621420
2015,05111,AR,1,621420
2016,05111,AR,1,621420
2009,05113,AR,1,621420
2010,05113,AR,1,621420
2011,05113,AR,1,621420
2012,05113,AR,1,621420
2013,05113,AR,1,621420
2014,05113,AR,1,621420
2015,05113,AR,1,621420
2016,05113,AR,1,621420
2009,05115,AR,4,621420
2010,05115,AR,4,621420
2011,05115,AR,5,621420
2012,05115,AR,4,621420
2013,05115,AR,4,621420
2014,05115,AR,6,621420
2015,05115,AR,6,621420
2016,05115,AR,7,621420
2009,05117,AR,1,621420
2010,05117,AR,1,621420
2011,05117,AR,1,621420
2012,05117,AR,1,621420
2013,05117,AR,1,621420
2014,05117,AR,1,621420
2009,05119,AR,24,621420
2010,05119,AR,23,621420
2011,05119,AR,22,621420
2012,05119,AR,19,621420
2013,05119,AR,20,621420
2014,05119,AR,21,621420
2015,05119,AR,21,621420
2016,05119,AR,18,621420
2009,05121,AR,1,621420
2010,05121,AR,2,621420
2011,05121,AR,2,621420
2012,05121,AR,2,621420
2013,05121,AR,2,621420
2014,05121,AR,2,621420
2015,05121,AR,2,621420
2016,05121,AR,2,621420
2009,05123,AR,1,621420
2010,05123,AR,2,621420
2011,05123,AR,1,621420
2012,05123,AR,1,621420
2013,05123,AR,1,621420
2014,05123,AR,2,621420
2015,05123,AR,2,621420
2016,05123,AR,2,621420
2009,05125,AR,1,621420
2010,05125,AR,1,621420
2011,05125,AR,1,621420
2012,05125,AR,1,621420
2013,05125,AR,1,621420
2014,05125,AR,2,621420
2015,05125,AR,2,621420
2016,05125,AR,2,621420
2009,05127,AR,1,621420
2010,05127,AR,1,621420
2011,05127,AR,1,621420
2012,05127,AR,1,621420
2013,05127,AR,1,621420
2014,05127,AR,1,621420
2015,05127,AR,1,621420
2016,05127,AR,1,621420
2009,05129,AR,1,621420
2010,05129,AR,1,621420
2011,05129,AR,1,621420
2012,05129,AR,1,621420
2013,05129,AR,1,621420
2014,05129,AR,1,621420
2009,05131,AR,4,621420
2010,05131,AR,3,621420
2011,05131,AR,3,621420
2012,05131,AR,1,621420
2013,05131,AR,1,621420
2014,05131,AR,1,621420
2015,05131,AR,1,621420
2016,05131,AR,1,621420
2009,05133,AR,1,621420
2010,05133,AR,1,621420
2011,05133,AR,1,621420
2012,05133,AR,1,621420
2013,05133,AR,1,621420
2014,05133,AR,1,621420
2015,05133,AR,1,621420
2016,05133,AR,1,621420
2009,05135,AR,2,621420
2010,05135,AR,2,621420
2011,05135,AR,2,621420
2012,05135,AR,2,621420
2013,05135,AR,3,621420
2014,05135,AR,3,621420
2015,05135,AR,2,621420
2016,05135,AR,2,621420
2009,05137,AR,1,621420
2010,05137,AR,1,621420
2011,05137,AR,1,621420
2012,05137,AR,1,621420
2013,05137,AR,1,621420
2014,05137,AR,1,621420
2009,05139,AR,1,621420
2010,05139,AR,2,621420
2011,05139,AR,2,621420
2012,05139,AR,2,621420
2013,05139,AR,2,621420
2014,05139,AR,2,621420
2015,05139,AR,2,621420
2016,05139,AR,2,621420
2009,05141,AR,1,621420
2010,05141,AR,1,621420
2011,05141,AR,1,621420
2012,05141,AR,1,621420
2013,05141,AR,1,621420
2014,05141,AR,1,621420
2009,05143,AR,14,621420
2010,05143,AR,13,621420
2011,05143,AR,11,621420
2012,05143,AR,12,621420
2013,05143,AR,12,621420
2014,05143,AR,12,621420
2015,05143,AR,15,621420
2016,05143,AR,14,621420
2009,05145,AR,5,621420
2010,05145,AR,5,621420
2011,05145,AR,5,621420
2012,05145,AR,3,621420
2013,05145,AR,3,621420
2014,05145,AR,4,621420
2015,05145,AR,1,621420
2016,05145,AR,1,621420
2009,05147,AR,2,621420
2010,05147,AR,2,621420
2011,05147,AR,2,621420
2012,05147,AR,2,621420
2013,05147,AR,2,621420
2014,05147,AR,2,621420
2009,06001,CA,34,621420
2010,06001,CA,34,621420
2011,06001,CA,36,621420
2012,06001,CA,30,621420
2013,06001,CA,34,621420
2014,06001,CA,34,621420
2015,06001,CA,37,621420
2016,06001,CA,38,621420
2010,06005,CA,1,621420
2011,06005,CA,1,621420
2012,06005,CA,1,621420
2013,06005,CA,1,621420
2014,06005,CA,1,621420
2015,06005,CA,1,621420
2016,06005,CA,1,621420
2009,06007,CA,4,621420
2010,06007,CA,5,621420
2011,06007,CA,5,621420
2012,06007,CA,5,621420
2013,06007,CA,4,621420
2014,06007,CA,5,621420
2015,06007,CA,5,621420
2016,06007,CA,5,621420
2009,06013,CA,22,621420
2010,06013,CA,23,621420
2011,06013,CA,22,621420
2012,06013,CA,17,621420
2013,06013,CA,15,621420
2014,06013,CA,16,621420
2015,06013,CA,18,621420
2016,06013,CA,19,621420
2009,06015,CA,2,621420
2010,06015,CA,3,621420
2011,06015,CA,2,621420
2012,06015,CA,1,621420
2013,06015,CA,2,621420
2014,06015,CA,2,621420
2015,06015,CA,1,621420
2010,06017,CA,1,621420
2012,06017,CA,1,621420
2013,06017,CA,1,621420
2014,06017,CA,1,621420
2015,06017,CA,1,621420
2016,06017,CA,2,621420
2009,06019,CA,30,621420
2010,06019,CA,31,621420
2011,06019,CA,27,621420
2012,06019,CA,26,621420
2013,06019,CA,31,621420
2014,06019,CA,26,621420
2015,06019,CA,26,621420
2016,06019,CA,33,621420
2009,06023,CA,3,621420
2010,06023,CA,3,621420
2011,06023,CA,3,621420
2012,06023,CA,3,621420
2013,06023,CA,3,621420
2014,06023,CA,3,621420
2015,06023,CA,3,621420
2016,06023,CA,3,621420
2009,06025,CA,3,621420
2010,06025,CA,3,621420
2011,06025,CA,4,621420
2012,06025,CA,2,621420
2013,06025,CA,2,621420
2014,06025,CA,2,621420
2015,06025,CA,2,621420
2016,06025,CA,2,621420
2009,06029,CA,18,621420
2010,06029,CA,17,621420
2011,06029,CA,16,621420
2012,06029,CA,20,621420
2013,06029,CA,21,621420
2014,06029,CA,19,621420
2015,06029,CA,16,621420
2016,06029,CA,17,621420
2009,06031,CA,4,621420
2010,06031,CA,2,621420
2011,06031,CA,2,621420
2012,06031,CA,3,621420
2013,06031,CA,3,621420
2014,06031,CA,3,621420
2015,06031,CA,3,621420
2016,06031,CA,3,621420
2009,06033,CA,1,621420
2010,06033,CA,1,621420
2011,06033,CA,1,621420
2012,06033,CA,1,621420
2013,06033,CA,1,621420
2009,06037,CA,292,621420
2010,06037,CA,285,621420
2011,06037,CA,286,621420
2012,06037,CA,300,621420
2013,06037,CA,307,621420
2014,06037,CA,276,621420
2015,06037,CA,299,621420
2016,06037,CA,313,621420
2009,06039,CA,2,621420
2010,06039,CA,1,621420
2011,06039,CA,1,621420
2012,06039,CA,1,621420
2013,06039,CA,1,621420
2014,06039,CA,1,621420
2015,06039,CA,1,621420
2016,06039,CA,2,621420
2009,06041,CA,8,621420
2010,06041,CA,9,621420
2011,06041,CA,10,621420
2012,06041,CA,9,621420
2013,06041,CA,12,621420
2014,06041,CA,11,621420
2015,06041,CA,12,621420
2016,06041,CA,12,621420
2016,06043,CA,1,621420
2009,06045,CA,1,621420
2010,06045,CA,1,621420
2011,06045,CA,1,621420
2012,06045,CA,3,621420
2013,06045,CA,4,621420
2014,06045,CA,4,621420
2015,06045,CA,3,621420
2016,06045,CA,3,621420
2009,06047,CA,1,621420
2010,06047,CA,1,621420
2011,06047,CA,2,621420
2012,06047,CA,4,621420
2013,06047,CA,4,621420
2014,06047,CA,4,621420
2015,06047,CA,4,621420
2016,06047,CA,4,621420
2009,06049,CA,1,621420
2009,06053,CA,14,621420
2010,06053,CA,14,621420
2011,06053,CA,14,621420
2012,06053,CA,9,621420
2013,06053,CA,8,621420
2014,06053,CA,8,621420
2015,06053,CA,8,621420
2016,06053,CA,9,621420
2009,06055,CA,2,621420
